"method","iteration","true_positives","false_positives","false_negatives","precision","recall","f1_score"
"microbvs",353,3,12,1,0.2,0.75,0.315789473684211
"medzim",353,0,2,4,0,0,0
"npem",353,0,0,4,0,0,0
"ccmm",354,0,0,4,0,0,0
"ldm",354,1,0,3,1,0.25,0.4
"hima",354,0,0,4,0,0,0
"microbvs",354,2,8,2,0.2,0.5,0.285714285714286
"medzim",354,0,0,4,0,0,0
"npem",354,0,0,4,0,0,0
"ccmm",355,1,4,3,0.2,0.25,0.222222222222222
"ldm",355,1,1,3,0.5,0.25,0.333333333333333
"hima",355,0,0,4,0,0,0
"microbvs",355,1,3,3,0.25,0.25,0.25
"medzim",355,0,2,4,0,0,0
"npem",355,0,0,4,0,0,0
"ccmm",356,0,3,4,0,0,0
"ldm",356,2,7,2,0.222222222222222,0.5,0.307692307692308
"hima",356,0,0,4,0,0,0
"microbvs",356,1,3,3,0.25,0.25,0.25
"medzim",356,0,9,4,0,0,0
"npem",356,0,0,4,0,0,0
"ccmm",357,0,3,4,0,0,0
"ldm",357,0,1,4,0,0,0
"hima",357,0,0,4,0,0,0
"microbvs",357,1,3,3,0.25,0.25,0.25
"medzim",357,0,2,4,0,0,0
"npem",357,0,0,4,0,0,0
"ccmm",358,0,2,4,0,0,0
"ldm",358,2,4,2,0.333333333333333,0.5,0.4
"hima",358,0,0,4,0,0,0
"microbvs",358,1,3,3,0.25,0.25,0.25
"medzim",358,0,7,4,0,0,0
"npem",358,0,0,4,0,0,0
"ccmm",359,1,0,3,1,0.25,0.4
"ldm",359,1,1,3,0.5,0.25,0.333333333333333
"hima",359,0,0,4,0,0,0
"microbvs",359,1,3,3,0.25,0.25,0.25
"medzim",359,0,5,4,0,0,0
"npem",359,0,0,4,0,0,0
"ccmm",360,0,2,4,0,0,0
"ldm",360,0,4,4,0,0,0
"hima",360,0,0,4,0,0,0
"microbvs",360,4,7,0,0.363636363636364,1,0.533333333333333
"medzim",360,0,2,4,0,0,0
"npem",360,0,0,4,0,0,0
"ccmm",361,0,1,4,0,0,0
"ldm",361,0,2,4,0,0,0
"hima",361,0,0,4,0,0,0
"microbvs",361,2,2,2,0.5,0.5,0.5
"medzim",361,0,1,4,0,0,0
"npem",361,0,0,4,0,0,0
"ccmm",362,0,1,4,0,0,0
"ldm",362,2,3,2,0.4,0.5,0.444444444444444
"hima",362,0,0,4,0,0,0
"microbvs",362,1,3,3,0.25,0.25,0.25
"medzim",362,0,1,4,0,0,0
"npem",362,0,0,4,0,0,0
"ccmm",363,0,0,4,0,0,0
"ldm",363,0,1,4,0,0,0
"hima",363,0,0,4,0,0,0
"microbvs",363,3,1,1,0.75,0.75,0.75
"medzim",363,0,0,4,0,0,0
"npem",363,0,0,4,0,0,0
"ccmm",364,1,2,3,0.333333333333333,0.25,0.285714285714286
"ldm",364,0,2,4,0,0,0
"hima",364,0,0,4,0,0,0
"microbvs",364,4,7,0,0.363636363636364,1,0.533333333333333
"medzim",364,0,2,4,0,0,0
"npem",364,0,0,4,0,0,0
"ccmm",365,0,1,4,0,0,0
"ldm",365,1,0,3,1,0.25,0.4
"hima",365,0,0,4,0,0,0
"microbvs",365,2,2,2,0.5,0.5,0.5
"medzim",365,0,0,4,0,0,0
"npem",365,0,0,4,0,0,0
"ccmm",366,2,3,2,0.4,0.5,0.444444444444444
"ldm",366,0,2,4,0,0,0
"hima",366,0,0,4,0,0,0
"microbvs",366,0,4,4,0,0,0
"medzim",366,0,2,4,0,0,0
"npem",366,0,0,4,0,0,0
"ccmm",367,0,2,4,0,0,0
"ldm",367,0,1,4,0,0,0
"hima",367,0,0,4,0,0,0
"microbvs",367,1,3,3,0.25,0.25,0.25
"medzim",367,0,0,4,0,0,0
"npem",367,0,0,4,0,0,0
"ccmm",368,0,4,4,0,0,0
"ldm",368,2,1,2,0.666666666666667,0.5,0.571428571428572
"hima",368,0,1,4,0,0,0
"microbvs",368,1,3,3,0.25,0.25,0.25
"medzim",368,1,4,3,0.2,0.25,0.222222222222222
"npem",368,0,0,4,0,0,0
"ccmm",369,1,1,3,0.5,0.25,0.333333333333333
"ldm",369,1,0,3,1,0.25,0.4
"hima",369,0,0,4,0,0,0
"microbvs",369,4,13,0,0.235294117647059,1,0.380952380952381
"medzim",369,0,1,4,0,0,0
"npem",369,0,0,4,0,0,0
"ccmm",370,0,2,4,0,0,0
"ldm",370,0,3,4,0,0,0
"hima",370,0,0,4,0,0,0
"microbvs",370,1,3,3,0.25,0.25,0.25
"medzim",370,0,0,4,0,0,0
"npem",370,0,0,4,0,0,0
"ccmm",371,0,1,4,0,0,0
"ldm",371,0,1,4,0,0,0
"microbvs",371,4,12,0,0.25,1,0.4
"medzim",371,0,3,4,0,0,0
"npem",371,0,0,4,0,0,0
"ccmm",372,0,0,4,0,0,0
"ldm",372,2,1,2,0.666666666666667,0.5,0.571428571428572
"hima",372,2,0,2,1,0.5,0.666666666666667
"microbvs",372,0,5,4,0,0,0
"medzim",372,0,6,4,0,0,0
"npem",372,0,0,4,0,0,0
"ccmm",373,1,0,3,1,0.25,0.4
"ldm",373,0,1,4,0,0,0
"hima",373,0,0,4,0,0,0
"microbvs",373,3,8,1,0.272727272727273,0.75,0.4
"medzim",373,1,2,3,0.333333333333333,0.25,0.285714285714286
"npem",373,0,0,4,0,0,0
"ccmm",374,0,4,4,0,0,0
"ldm",374,0,2,4,0,0,0
"hima",374,0,0,4,0,0,0
"microbvs",374,3,8,1,0.272727272727273,0.75,0.4
"medzim",374,0,2,4,0,0,0
"npem",374,0,0,4,0,0,0
"ccmm",375,1,2,3,0.333333333333333,0.25,0.285714285714286
"ldm",375,0,1,4,0,0,0
"hima",375,0,0,4,0,0,0
"microbvs",375,2,8,2,0.2,0.5,0.285714285714286
"medzim",375,0,0,4,0,0,0
"npem",375,0,1,4,0,0,0
"ccmm",376,0,0,4,0,0,0
"ldm",376,0,5,4,0,0,0
"hima",376,0,0,4,0,0,0
"microbvs",376,4,10,0,0.285714285714286,1,0.444444444444444
"medzim",376,0,2,4,0,0,0
"npem",376,0,0,4,0,0,0
"ccmm",377,0,3,4,0,0,0
"ldm",377,2,1,2,0.666666666666667,0.5,0.571428571428572
"hima",377,0,0,4,0,0,0
"microbvs",377,1,3,3,0.25,0.25,0.25
"medzim",377,0,3,4,0,0,0
"npem",377,0,0,4,0,0,0
"ccmm",378,0,1,4,0,0,0
"ldm",378,0,2,4,0,0,0
"hima",378,0,0,4,0,0,0
"microbvs",378,0,4,4,0,0,0
"medzim",378,0,4,4,0,0,0
"npem",378,0,0,4,0,0,0
"ccmm",379,0,3,4,0,0,0
"ldm",379,0,4,4,0,0,0
"hima",379,0,0,4,0,0,0
"microbvs",379,1,3,3,0.25,0.25,0.25
"medzim",379,0,1,4,0,0,0
"npem",379,0,0,4,0,0,0
"ccmm",380,1,3,3,0.25,0.25,0.25
"ldm",380,0,1,4,0,0,0
"hima",380,0,2,4,0,0,0
"microbvs",380,1,3,3,0.25,0.25,0.25
"medzim",380,0,0,4,0,0,0
"npem",380,0,0,4,0,0,0
"ccmm",381,0,2,4,0,0,0
"ldm",381,1,1,3,0.5,0.25,0.333333333333333
"hima",381,0,1,4,0,0,0
"microbvs",381,2,2,2,0.5,0.5,0.5
"medzim",381,0,4,4,0,0,0
"npem",381,0,0,4,0,0,0
"ccmm",382,0,1,4,0,0,0
"ldm",382,0,1,4,0,0,0
"hima",382,0,1,4,0,0,0
"microbvs",382,3,7,1,0.3,0.75,0.428571428571428
"medzim",382,0,0,4,0,0,0
"npem",382,0,0,4,0,0,0
"ccmm",383,1,2,3,0.333333333333333,0.25,0.285714285714286
"ldm",383,2,8,2,0.2,0.5,0.285714285714286
"microbvs",383,1,3,3,0.25,0.25,0.25
"medzim",383,0,6,4,0,0,0
"npem",383,0,0,4,0,0,0
"ccmm",384,1,2,3,0.333333333333333,0.25,0.285714285714286
"ldm",384,0,3,4,0,0,0
"microbvs",384,1,3,3,0.25,0.25,0.25
"medzim",384,0,1,4,0,0,0
"npem",384,0,0,4,0,0,0
"ccmm",385,0,0,4,0,0,0
"ldm",385,0,1,4,0,0,0
"microbvs",385,2,11,2,0.153846153846154,0.5,0.235294117647059
"medzim",385,0,0,4,0,0,0
"npem",385,0,2,4,0,0,0
"ccmm",386,0,0,4,0,0,0
"ldm",386,0,1,4,0,0,0
"microbvs",386,1,3,3,0.25,0.25,0.25
"medzim",386,0,2,4,0,0,0
"npem",386,0,0,4,0,0,0
"ccmm",387,1,4,3,0.2,0.25,0.222222222222222
"ldm",387,0,2,4,0,0,0
"hima",387,0,1,4,0,0,0
"microbvs",387,1,0,3,1,0.25,0.4
"medzim",387,0,4,4,0,0,0
"npem",387,0,0,4,0,0,0
"ccmm",388,0,1,4,0,0,0
"ldm",388,0,1,4,0,0,0
"hima",388,0,0,4,0,0,0
"microbvs",388,0,4,4,0,0,0
"medzim",388,0,0,4,0,0,0
"npem",388,0,0,4,0,0,0
"ccmm",389,0,0,4,0,0,0
"ldm",389,0,1,4,0,0,0
"microbvs",389,1,4,3,0.2,0.25,0.222222222222222
"medzim",389,0,2,4,0,0,0
"npem",389,0,0,4,0,0,0
"ccmm",390,0,4,4,0,0,0
"ldm",390,0,3,4,0,0,0
"hima",390,0,0,4,0,0,0
"microbvs",390,2,2,2,0.5,0.5,0.5
"medzim",390,0,1,4,0,0,0
"npem",390,0,0,4,0,0,0
"ccmm",391,1,0,3,1,0.25,0.4
"ldm",391,0,6,4,0,0,0
"hima",391,0,0,4,0,0,0
"microbvs",391,2,2,2,0.5,0.5,0.5
"medzim",391,0,4,4,0,0,0
"npem",391,0,0,4,0,0,0
"ccmm",392,1,3,3,0.25,0.25,0.25
"ldm",392,0,2,4,0,0,0
"hima",392,0,1,4,0,0,0
"microbvs",392,2,7,2,0.222222222222222,0.5,0.307692307692308
"medzim",392,0,0,4,0,0,0
"npem",392,0,0,4,0,0,0
"ccmm",393,0,2,4,0,0,0
"ldm",393,1,0,3,1,0.25,0.4
"hima",393,0,1,4,0,0,0
"microbvs",393,2,2,2,0.5,0.5,0.5
"medzim",393,1,7,3,0.125,0.25,0.166666666666667
"npem",393,0,0,4,0,0,0
"ccmm",394,1,3,3,0.25,0.25,0.25
"ldm",394,0,0,4,0,0,0
"hima",394,0,0,4,0,0,0
"microbvs",394,1,4,3,0.2,0.25,0.222222222222222
"medzim",394,1,0,3,1,0.25,0.4
"npem",394,0,0,4,0,0,0
"ccmm",395,1,3,3,0.25,0.25,0.25
"ldm",395,1,2,3,0.333333333333333,0.25,0.285714285714286
"hima",395,0,0,4,0,0,0
"microbvs",395,1,3,3,0.25,0.25,0.25
"medzim",395,0,1,4,0,0,0
"npem",395,0,0,4,0,0,0
"ccmm",396,0,0,4,0,0,0
"ldm",396,0,2,4,0,0,0
"microbvs",396,0,4,4,0,0,0
"medzim",396,0,1,4,0,0,0
"npem",396,0,0,4,0,0,0
"ccmm",397,0,1,4,0,0,0
"ldm",397,0,4,4,0,0,0
"hima",397,0,0,4,0,0,0
"microbvs",397,3,8,1,0.272727272727273,0.75,0.4
"medzim",397,0,0,4,0,0,0
"npem",397,0,0,4,0,0,0
"ccmm",398,0,1,4,0,0,0
"ldm",398,0,4,4,0,0,0
"hima",398,0,1,4,0,0,0
"microbvs",398,2,2,2,0.5,0.5,0.5
"medzim",398,0,1,4,0,0,0
"npem",398,0,0,4,0,0,0
"ccmm",399,0,0,4,0,0,0
"ldm",399,0,1,4,0,0,0
"hima",399,0,0,4,0,0,0
"microbvs",399,3,9,1,0.25,0.75,0.375
"medzim",399,0,1,4,0,0,0
"npem",399,0,0,4,0,0,0
"ccmm",400,1,1,3,0.5,0.25,0.333333333333333
"ldm",400,0,1,4,0,0,0
"hima",400,0,0,4,0,0,0
"microbvs",400,3,9,1,0.25,0.75,0.375
"medzim",400,0,2,4,0,0,0
"npem",400,0,0,4,0,0,0
"ccmm",401,0,3,4,0,0,0
"ldm",401,2,0,2,1,0.5,0.666666666666667
"hima",401,0,0,4,0,0,0
"microbvs",401,1,3,3,0.25,0.25,0.25
"medzim",401,0,1,4,0,0,0
"npem",401,0,0,4,0,0,0
"ccmm",402,0,3,4,0,0,0
"ldm",402,0,1,4,0,0,0
"hima",402,0,0,4,0,0,0
"microbvs",402,3,8,1,0.272727272727273,0.75,0.4
"medzim",402,0,3,4,0,0,0
"npem",402,0,0,4,0,0,0
"ccmm",403,1,3,3,0.25,0.25,0.25
"ldm",403,0,1,4,0,0,0
"hima",403,0,1,4,0,0,0
"microbvs",403,2,8,2,0.2,0.5,0.285714285714286
"medzim",403,0,0,4,0,0,0
"npem",403,0,0,4,0,0,0
"ccmm",404,0,4,4,0,0,0
"ldm",404,1,0,3,1,0.25,0.4
"hima",404,0,0,4,0,0,0
"microbvs",404,0,4,4,0,0,0
"medzim",404,0,15,4,0,0,0
"npem",404,0,0,4,0,0,0
"ccmm",405,0,0,4,0,0,0
"ldm",405,0,1,4,0,0,0
"hima",405,0,0,4,0,0,0
"microbvs",405,0,4,4,0,0,0
"medzim",405,1,0,3,1,0.25,0.4
"npem",405,0,0,4,0,0,0
"ccmm",406,1,1,3,0.5,0.25,0.333333333333333
"ldm",406,1,1,3,0.5,0.25,0.333333333333333
"hima",406,0,0,4,0,0,0
"microbvs",406,1,3,3,0.25,0.25,0.25
"medzim",406,0,0,4,0,0,0
"npem",406,0,0,4,0,0,0
"ccmm",407,0,4,4,0,0,0
"ldm",407,3,8,1,0.272727272727273,0.75,0.4
"hima",407,0,1,4,0,0,0
"microbvs",407,1,4,3,0.2,0.25,0.222222222222222
"medzim",407,0,15,4,0,0,0
"npem",407,0,0,4,0,0,0
"ccmm",408,0,1,4,0,0,0
"ldm",408,2,7,2,0.222222222222222,0.5,0.307692307692308
"hima",408,0,0,4,0,0,0
"microbvs",408,1,11,3,0.0833333333333333,0.25,0.125
"medzim",408,0,16,4,0,0,0
"npem",408,0,0,4,0,0,0
"ccmm",409,0,2,4,0,0,0
"ldm",409,2,0,2,1,0.5,0.666666666666667
"hima",409,0,2,4,0,0,0
"microbvs",409,0,5,4,0,0,0
"medzim",409,1,0,3,1,0.25,0.4
"npem",409,0,0,4,0,0,0
"ccmm",410,0,2,4,0,0,0
"ldm",410,0,1,4,0,0,0
"hima",410,0,0,4,0,0,0
"microbvs",410,0,6,4,0,0,0
"medzim",410,0,7,4,0,0,0
"npem",410,0,0,4,0,0,0
"ccmm",411,1,2,3,0.333333333333333,0.25,0.285714285714286
"ldm",411,0,0,4,0,0,0
"microbvs",411,2,10,2,0.166666666666667,0.5,0.25
"medzim",411,0,0,4,0,0,0
"npem",411,0,0,4,0,0,0
"ccmm",412,1,0,3,1,0.25,0.4
"ldm",412,0,3,4,0,0,0
"hima",412,1,1,3,0.5,0.25,0.333333333333333
"microbvs",412,3,12,1,0.2,0.75,0.315789473684211
"medzim",412,0,0,4,0,0,0
"npem",412,0,0,4,0,0,0
"ccmm",413,0,0,4,0,0,0
"ldm",413,0,0,4,0,0,0
"microbvs",413,3,12,1,0.2,0.75,0.315789473684211
"medzim",413,0,0,4,0,0,0
"npem",413,0,0,4,0,0,0
"ccmm",414,1,2,3,0.333333333333333,0.25,0.285714285714286
"ldm",414,2,0,2,1,0.5,0.666666666666667
"hima",414,2,0,2,1,0.5,0.666666666666667
"microbvs",414,2,4,2,0.333333333333333,0.5,0.4
"medzim",414,2,0,2,1,0.5,0.666666666666667
"npem",414,0,0,4,0,0,0
"ccmm",415,0,2,4,0,0,0
"ldm",415,0,2,4,0,0,0
"hima",415,0,2,4,0,0,0
"microbvs",415,1,3,3,0.25,0.25,0.25
"medzim",415,0,0,4,0,0,0
"npem",415,0,1,4,0,0,0
"ccmm",416,0,1,4,0,0,0
"ldm",416,0,3,4,0,0,0
"hima",416,0,0,4,0,0,0
"microbvs",416,2,5,2,0.285714285714286,0.5,0.363636363636364
"medzim",416,0,0,4,0,0,0
"npem",416,0,0,4,0,0,0
"ccmm",417,1,1,3,0.5,0.25,0.333333333333333
"ldm",417,0,2,4,0,0,0
"hima",417,1,0,3,1,0.25,0.4
"microbvs",417,2,2,2,0.5,0.5,0.5
"medzim",417,0,7,4,0,0,0
"npem",417,0,0,4,0,0,0
"ccmm",418,0,3,4,0,0,0
"ldm",418,0,4,4,0,0,0
"hima",418,0,0,4,0,0,0
"microbvs",418,2,9,2,0.181818181818182,0.5,0.266666666666667
"medzim",418,0,1,4,0,0,0
"npem",418,0,0,4,0,0,0
"ccmm",419,0,4,4,0,0,0
"ldm",419,0,1,4,0,0,0
"hima",419,0,0,4,0,0,0
"microbvs",419,1,3,3,0.25,0.25,0.25
"medzim",419,0,7,4,0,0,0
"npem",419,0,0,4,0,0,0
"ccmm",420,0,1,4,0,0,0
"ldm",420,0,3,4,0,0,0
"microbvs",420,4,7,0,0.363636363636364,1,0.533333333333333
"medzim",420,0,0,4,0,0,0
"npem",420,0,1,4,0,0,0
"ccmm",421,1,4,3,0.2,0.25,0.222222222222222
"ldm",421,0,1,4,0,0,0
"hima",421,0,1,4,0,0,0
"microbvs",421,1,4,3,0.2,0.25,0.222222222222222
"medzim",421,0,0,4,0,0,0
"npem",421,0,0,4,0,0,0
"ccmm",422,1,0,3,1,0.25,0.4
"ldm",422,1,1,3,0.5,0.25,0.333333333333333
"hima",422,0,0,4,0,0,0
"microbvs",422,1,9,3,0.1,0.25,0.142857142857143
"medzim",422,0,11,4,0,0,0
"npem",422,0,0,4,0,0,0
"ccmm",423,0,2,4,0,0,0
"ldm",423,2,0,2,1,0.5,0.666666666666667
"hima",423,0,0,4,0,0,0
"microbvs",423,2,2,2,0.5,0.5,0.5
"medzim",423,0,11,4,0,0,0
"npem",423,0,0,4,0,0,0
"ccmm",424,2,4,2,0.333333333333333,0.5,0.4
"ldm",424,0,1,4,0,0,0
"hima",424,0,1,4,0,0,0
"microbvs",424,1,3,3,0.25,0.25,0.25
"medzim",424,1,3,3,0.25,0.25,0.25
"npem",424,0,0,4,0,0,0
"ccmm",425,0,3,4,0,0,0
"ldm",425,1,0,3,1,0.25,0.4
"hima",425,0,0,4,0,0,0
"microbvs",425,3,11,1,0.214285714285714,0.75,0.333333333333333
"medzim",425,0,7,4,0,0,0
"npem",425,0,0,4,0,0,0
"ccmm",426,0,1,4,0,0,0
"ldm",426,0,1,4,0,0,0
"microbvs",426,1,3,3,0.25,0.25,0.25
"medzim",426,0,0,4,0,0,0
"npem",426,0,0,4,0,0,0
"ccmm",427,1,3,3,0.25,0.25,0.25
"ldm",427,0,1,4,0,0,0
"hima",427,0,0,4,0,0,0
"microbvs",427,3,9,1,0.25,0.75,0.375
"medzim",427,0,12,4,0,0,0
"npem",427,0,0,4,0,0,0
"ccmm",428,1,2,3,0.333333333333333,0.25,0.285714285714286
"ldm",428,0,0,4,0,0,0
"microbvs",428,0,3,4,0,0,0
"medzim",428,0,0,4,0,0,0
"npem",428,0,0,4,0,0,0
"ccmm",429,1,2,3,0.333333333333333,0.25,0.285714285714286
"ldm",429,1,1,3,0.5,0.25,0.333333333333333
"hima",429,0,1,4,0,0,0
"microbvs",429,1,9,3,0.1,0.25,0.142857142857143
"medzim",429,0,4,4,0,0,0
"npem",429,1,1,3,0.5,0.25,0.333333333333333
"ccmm",430,0,1,4,0,0,0
"ldm",430,0,1,4,0,0,0
"hima",430,0,0,4,0,0,0
"microbvs",430,2,2,2,0.5,0.5,0.5
"medzim",430,0,3,4,0,0,0
"npem",430,0,0,4,0,0,0
"ccmm",431,1,3,3,0.25,0.25,0.25
"ldm",431,0,0,4,0,0,0
"hima",431,0,0,4,0,0,0
"microbvs",431,3,9,1,0.25,0.75,0.375
"medzim",431,0,1,4,0,0,0
"npem",431,0,0,4,0,0,0
"ccmm",432,1,1,3,0.5,0.25,0.333333333333333
"ldm",432,2,0,2,1,0.5,0.666666666666667
"hima",432,0,0,4,0,0,0
"microbvs",432,1,3,3,0.25,0.25,0.25
"medzim",432,0,5,4,0,0,0
"npem",432,0,0,4,0,0,0
"ccmm",433,0,4,4,0,0,0
"ldm",433,1,2,3,0.333333333333333,0.25,0.285714285714286
"hima",433,0,1,4,0,0,0
"microbvs",433,2,2,2,0.5,0.5,0.5
"medzim",433,0,0,4,0,0,0
"npem",433,0,0,4,0,0,0
"ccmm",434,0,0,4,0,0,0
"ldm",434,0,2,4,0,0,0
"microbvs",434,1,3,3,0.25,0.25,0.25
"medzim",434,0,0,4,0,0,0
"npem",434,0,0,4,0,0,0
"ccmm",435,0,1,4,0,0,0
"ldm",435,0,1,4,0,0,0
"hima",435,0,0,4,0,0,0
"microbvs",435,2,2,2,0.5,0.5,0.5
"medzim",435,0,0,4,0,0,0
"npem",435,0,0,4,0,0,0
"ccmm",436,0,6,4,0,0,0
"ldm",436,2,4,2,0.333333333333333,0.5,0.4
"hima",436,0,2,4,0,0,0
"microbvs",436,1,3,3,0.25,0.25,0.25
"medzim",436,0,15,4,0,0,0
"npem",436,0,0,4,0,0,0
"ccmm",437,0,2,4,0,0,0
"ldm",437,2,1,2,0.666666666666667,0.5,0.571428571428572
"hima",437,0,0,4,0,0,0
"microbvs",437,0,4,4,0,0,0
"medzim",437,0,1,4,0,0,0
"npem",437,0,0,4,0,0,0
"ccmm",438,2,3,2,0.4,0.5,0.444444444444444
"ldm",438,1,1,3,0.5,0.25,0.333333333333333
"hima",438,0,2,4,0,0,0
"microbvs",438,0,1,4,0,0,0
"medzim",438,0,0,4,0,0,0
"npem",438,1,0,3,1,0.25,0.4
"ccmm",439,0,0,4,0,0,0
"ldm",439,0,1,4,0,0,0
"hima",439,0,0,4,0,0,0
"microbvs",439,2,9,2,0.181818181818182,0.5,0.266666666666667
"medzim",439,0,0,4,0,0,0
"npem",439,0,0,4,0,0,0
"ccmm",440,0,2,4,0,0,0
"ldm",440,0,1,4,0,0,0
"hima",440,0,0,4,0,0,0
"microbvs",440,1,3,3,0.25,0.25,0.25
"medzim",440,0,0,4,0,0,0
"npem",440,0,0,4,0,0,0
"ccmm",441,1,0,3,1,0.25,0.4
"ldm",441,0,2,4,0,0,0
"hima",441,1,1,3,0.5,0.25,0.333333333333333
"microbvs",441,2,2,2,0.5,0.5,0.5
"medzim",441,0,0,4,0,0,0
"npem",441,0,1,4,0,0,0
"ccmm",442,0,2,4,0,0,0
"ldm",442,0,3,4,0,0,0
"hima",442,0,1,4,0,0,0
"microbvs",442,0,4,4,0,0,0
"medzim",442,0,9,4,0,0,0
"npem",442,0,0,4,0,0,0
"ccmm",443,0,1,4,0,0,0
"ldm",443,1,0,3,1,0.25,0.4
"microbvs",443,1,9,3,0.1,0.25,0.142857142857143
"medzim",443,0,4,4,0,0,0
"npem",443,0,0,4,0,0,0
"ccmm",444,0,3,4,0,0,0
"ldm",444,0,1,4,0,0,0
"hima",444,0,1,4,0,0,0
"microbvs",444,3,8,1,0.272727272727273,0.75,0.4
"medzim",444,0,2,4,0,0,0
"npem",444,0,0,4,0,0,0
"ccmm",445,0,0,4,0,0,0
"ldm",445,0,1,4,0,0,0
"hima",445,0,0,4,0,0,0
"microbvs",445,2,6,2,0.25,0.5,0.333333333333333
"medzim",445,0,0,4,0,0,0
"npem",445,0,2,4,0,0,0
"ccmm",446,2,0,2,1,0.5,0.666666666666667
"ldm",446,1,0,3,1,0.25,0.4
"hima",446,0,0,4,0,0,0
"microbvs",446,1,10,3,0.0909090909090909,0.25,0.133333333333333
"medzim",446,0,0,4,0,0,0
"npem",446,0,2,4,0,0,0
"ccmm",447,0,3,4,0,0,0
"ldm",447,0,2,4,0,0,0
"hima",447,0,0,4,0,0,0
"microbvs",447,4,10,0,0.285714285714286,1,0.444444444444444
"medzim",447,0,4,4,0,0,0
"npem",447,0,0,4,0,0,0
"ccmm",448,1,3,3,0.25,0.25,0.25
"ldm",448,2,3,2,0.4,0.5,0.444444444444444
"hima",448,0,1,4,0,0,0
"microbvs",448,0,4,4,0,0,0
"medzim",448,0,0,4,0,0,0
"npem",448,0,0,4,0,0,0
"ccmm",449,1,3,3,0.25,0.25,0.25
"ldm",449,0,2,4,0,0,0
"hima",449,0,0,4,0,0,0
"microbvs",449,1,3,3,0.25,0.25,0.25
"medzim",449,0,0,4,0,0,0
"npem",449,3,0,1,1,0.75,0.857142857142857
"ccmm",450,0,1,4,0,0,0
"ldm",450,2,0,2,1,0.5,0.666666666666667
"microbvs",450,0,4,4,0,0,0
"medzim",450,0,9,4,0,0,0
"npem",450,0,0,4,0,0,0
"ccmm",451,0,2,4,0,0,0
"ldm",451,0,1,4,0,0,0
"hima",451,0,1,4,0,0,0
"microbvs",451,2,8,2,0.2,0.5,0.285714285714286
"medzim",451,0,0,4,0,0,0
"npem",451,0,0,4,0,0,0
"ccmm",452,0,3,4,0,0,0
"ldm",452,0,1,4,0,0,0
"hima",452,0,0,4,0,0,0
"microbvs",452,1,10,3,0.0909090909090909,0.25,0.133333333333333
"medzim",452,0,0,4,0,0,0
"npem",452,0,1,4,0,0,0
"ccmm",453,0,1,4,0,0,0
"ldm",453,0,2,4,0,0,0
"hima",453,0,0,4,0,0,0
"microbvs",453,0,4,4,0,0,0
"medzim",453,0,0,4,0,0,0
"npem",453,0,0,4,0,0,0
"ccmm",454,0,0,4,0,0,0
"ldm",454,0,1,4,0,0,0
"microbvs",454,2,9,2,0.181818181818182,0.5,0.266666666666667
"medzim",454,0,1,4,0,0,0
"npem",454,0,0,4,0,0,0
"ccmm",455,0,5,4,0,0,0
"ldm",455,0,2,4,0,0,0
"hima",455,0,1,4,0,0,0
"microbvs",455,2,8,2,0.2,0.5,0.285714285714286
"medzim",455,0,1,4,0,0,0
"npem",455,0,0,4,0,0,0
"ccmm",456,0,3,4,0,0,0
"ldm",456,0,3,4,0,0,0
"hima",456,0,1,4,0,0,0
"microbvs",456,4,10,0,0.285714285714286,1,0.444444444444444
"medzim",456,0,14,4,0,0,0
"npem",456,0,0,4,0,0,0
"ccmm",457,1,0,3,1,0.25,0.4
"ldm",457,1,1,3,0.5,0.25,0.333333333333333
"microbvs",457,0,4,4,0,0,0
"medzim",457,0,0,4,0,0,0
"npem",457,0,2,4,0,0,0
"ccmm",458,0,3,4,0,0,0
"ldm",458,0,1,4,0,0,0
"hima",458,0,0,4,0,0,0
"microbvs",458,2,14,2,0.125,0.5,0.2
"medzim",458,0,4,4,0,0,0
"npem",458,0,1,4,0,0,0
"ccmm",459,0,1,4,0,0,0
"ldm",459,0,3,4,0,0,0
"hima",459,0,0,4,0,0,0
"microbvs",459,1,3,3,0.25,0.25,0.25
"medzim",459,0,0,4,0,0,0
"npem",459,0,0,4,0,0,0
"ccmm",460,0,4,4,0,0,0
"ldm",460,0,1,4,0,0,0
"hima",460,0,1,4,0,0,0
"microbvs",460,1,5,3,0.166666666666667,0.25,0.2
"medzim",460,0,0,4,0,0,0
"npem",460,0,0,4,0,0,0
"ccmm",461,1,1,3,0.5,0.25,0.333333333333333
"ldm",461,0,1,4,0,0,0
"hima",461,0,0,4,0,0,0
"microbvs",461,0,4,4,0,0,0
"medzim",461,0,0,4,0,0,0
"npem",461,0,0,4,0,0,0
"ccmm",462,0,4,4,0,0,0
"ldm",462,2,0,2,1,0.5,0.666666666666667
"hima",462,0,0,4,0,0,0
"microbvs",462,1,9,3,0.1,0.25,0.142857142857143
"medzim",462,0,1,4,0,0,0
"npem",462,2,0,2,1,0.5,0.666666666666667
"ccmm",463,1,2,3,0.333333333333333,0.25,0.285714285714286
"ldm",463,0,2,4,0,0,0
"hima",463,0,0,4,0,0,0
"microbvs",463,2,8,2,0.2,0.5,0.285714285714286
"medzim",463,0,0,4,0,0,0
"npem",463,0,0,4,0,0,0
"ccmm",464,1,1,3,0.5,0.25,0.333333333333333
"ldm",464,0,2,4,0,0,0
"hima",464,0,0,4,0,0,0
